t,phase,clearance,horizontal_error_gt,tag_valid,tag_age,tag_weight,yolo_visible,yolo_confidence,coarse_vx,coarse_vy,tag_vx,tag_vy,cmd_vx,cmd_vy,cmd_vz,uav_x,uav_y,uav_z,vehicle_x,vehicle_y,mode,armed
3.028,TAKEOFF,-2.080255851343346,60.394659448944466,0,11.192,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0039725759997963905,-0.0135261295363307,0.011328386142849922,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.06,TAKEOFF,-2.0788055061322948,60.39501183079796,0,11.224,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0038901695515960455,-0.013537164777517319,0.011425342410802841,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.092,TAKEOFF,-2.077652959974749,60.39536218047781,0,11.256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0038190993946045637,-0.013582982122898102,0.011466101743280888,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.128,TAKEOFF,-2.076716669103286,60.39575389247284,0,11.292,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0037533401045948267,-0.013660203665494919,0.011459806933999062,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.16,TAKEOFF,-2.0762075205385573,60.39609991774806,0,11.324,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.003664898918941617,-0.013784615322947502,0.011382874101400375,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.192,TAKEOFF,-2.0760041308184447,60.39644390522964,0,11.356,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.003621469484642148,-0.013926108367741108,0.011259132996201515,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.228,TAKEOFF,-2.076141534172549,60.396860311899935,0,11.392,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.003590125124901533,-0.014098400250077248,0.011085106059908867,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.26,TAKEOFF,-2.076588782406236,60.397168104523836,0,11.424,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.003563015256077051,-0.01428908109664917,0.010867376811802387,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.292,TAKEOFF,-2.077340621223272,60.39750571258216,0,11.456,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.003539107507094741,-0.013670473359525204,0.011150726117193699,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
3.328,TAKEOFF,-2.078547616789992,60.39788307715482,0,11.492,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0035227567423135042,-0.01285628229379654,0.011517608538269997,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
